#####################################################################
# Alchemist log file - simulation started at: 2025-04-15T13:53+0000 #
#####################################################################
#
# seed = 0.0, totalNodes = 10, totalTaskFactor = 0.5
#
# The columns have the following meaning: 
# time isDone[sum] distance[sum] distance[mean] done[mean] 
0.0 0.0 0.0 NaN NaN
0.0 0.0 0.0 NaN NaN
1.0 0.0 0.0 0.0 NaN
2.0 0.0 4.999999999999978 0.4999999999999977 NaN
3.0 0.0 9.999999999999956 0.9999999999999954 NaN
4.0 0.0 14.99999999999993 1.4999999999999931 NaN
5.0 0.0 19.99999999999991 1.999999999999991 NaN
6.0 0.0 24.999999999999886 2.4999999999999885 NaN
7.0 0.0 29.99999999999986 2.9999999999999862 NaN
8.0 0.0 34.999999999999844 3.499999999999984 NaN
9.0 0.0 39.999999999999815 3.999999999999982 NaN
10.0 0.0 44.9999999999998 4.49999999999998 NaN
11.0 0.0 49.99999999999977 4.999999999999977 NaN
12.0 0.0 54.99999999999974 5.499999999999975 NaN
13.0 0.0 59.99999999999972 5.9999999999999725 NaN
14.0 0.0 64.9999999999997 6.49999999999997 NaN
15.0 0.0 69.99999999999969 6.999999999999968 NaN
16.0 0.0 74.99999999999964 7.499999999999965 NaN
17.0 0.0 79.99999999999963 7.999999999999964 NaN
18.0 0.0 84.99999999999963 8.499999999999961 NaN
19.0 0.0 89.99999999999957 8.999999999999957 NaN
20.0 0.0 94.99999999999955 9.499999999999956 NaN
21.0 0.0 99.99999999999953 9.999999999999952 NaN
22.0 0.0 104.99999999999952 10.49999999999995 NaN
23.0 0.0 109.99999999999946 10.999999999999947 NaN
24.0 0.0 114.99999999999945 11.499999999999945 NaN
25.0 0.0 119.99999999999942 11.999999999999941 NaN
26.0 0.0 124.9999999999994 12.49999999999994 NaN
27.0 0.0 129.99999999999937 12.999999999999936 NaN
28.0 0.0 134.99999999999935 13.499999999999936 NaN
29.0 0.0 139.99999999999932 13.999999999999934 NaN
30.0 0.0 144.9999999999993 14.49999999999993 NaN
31.0 0.0 149.9999999999993 14.999999999999929 NaN
32.0 0.0 154.99999999999926 15.499999999999925 NaN
33.0 0.0 159.99999999999926 15.999999999999924 NaN
34.0 0.0 164.99999999999918 16.499999999999922 NaN
35.0 0.0 169.99999999999918 16.99999999999992 NaN
36.0 0.0 174.99999999999918 17.49999999999992 NaN
37.0 0.0 179.99999999999918 17.999999999999915 NaN
