#####################################################################
# Alchemist log file - simulation started at: 2025-04-16T12:05+0000 #
#####################################################################
#
# seed = 6.0, totalNodes = 5, totalTaskFactor = 1
#
# The columns have the following meaning: 
# time isDone[sum] distance[sum] distance[mean] done[mean] 
0.0 0.0 0.0 NaN NaN
0.0 0.0 0.0 NaN NaN
1.0 0.0 0.0 0.0 NaN
2.0 0.0 2.500000000000009 0.5000000000000017 NaN
3.0 0.0 4.999999999999997 0.9999999999999994 NaN
4.0 0.0 7.499999999999981 1.4999999999999962 NaN
5.0 0.0 9.99999999999998 1.999999999999996 NaN
6.0 0.0 12.499999999999972 2.499999999999994 NaN
7.0 0.0 14.999999999999964 2.999999999999993 NaN
8.0 0.0 17.49999999999997 3.4999999999999942 NaN
9.0 0.0 19.999999999999986 3.9999999999999973 NaN
10.0 0.0 22.499999999999993 4.499999999999999 NaN
11.0 0.0 24.999999999999986 4.9999999999999964 NaN
12.0 0.0 27.499999999999986 5.499999999999997 NaN
13.0 0.0 29.99999999999999 5.999999999999997 NaN
14.0 0.0 32.5 6.5 NaN
15.0 0.0 34.99999999999999 6.999999999999998 NaN
16.0 0.0 37.5 7.499999999999999 NaN
17.0 0.0 39.99999999999999 7.999999999999999 NaN
18.0 0.0 42.5 8.5 NaN
19.0 0.0 45.00000000000001 9.0 NaN
20.0 0.0 47.499999999999986 9.499999999999996 NaN
21.0 0.0 49.99999999999997 9.999999999999995 NaN
22.0 0.0 52.49999999999997 10.499999999999995 NaN
23.0 0.0 54.99999999999996 10.999999999999991 NaN
24.0 0.0 57.49999999999996 11.499999999999991 NaN
25.0 0.0 59.99999999999994 11.99999999999999 NaN
26.0 0.0 62.49999999999996 12.499999999999991 NaN
27.0 0.0 64.99999999999996 12.999999999999991 NaN
28.0 0.0 67.49999999999996 13.499999999999991 NaN
29.0 0.0 69.99999999999996 13.999999999999993 NaN
30.0 0.0 72.49999999999996 14.499999999999993 NaN
31.0 0.0 74.99999999999997 14.999999999999995 NaN
32.0 0.0 77.5 15.499999999999998 NaN
33.0 0.0 79.99999999999999 15.999999999999996 NaN
34.0 0.0 82.5 16.5 NaN
35.0 0.0 85.0 17.0 NaN
36.0 0.0 87.5 17.5 NaN
37.0 0.0 90.0 18.0 NaN
38.0 0.0 92.50000000000001 18.500000000000004 NaN
39.0 0.0 95.00000000000001 19.000000000000004 NaN
