#####################################################################
# Alchemist log file - simulation started at: 2025-04-16T12:05+0000 #
#####################################################################
#
# seed = 2.0, totalNodes = 10, totalTaskFactor = 0.5
#
# The columns have the following meaning: 
# time isDone[sum] distance[sum] distance[mean] done[mean] 
0.0 0.0 0.0 NaN NaN
0.0 0.0 0.0 NaN NaN
1.0 0.0 0.0 0.0 NaN
2.0 0.0 4.999999999999999 0.49999999999999994 NaN
3.0 0.0 9.999999999999998 0.9999999999999998 NaN
4.0 0.0 14.999999999999996 1.4999999999999998 NaN
5.0 0.0 20.000000000000007 2.000000000000001 NaN
6.0 0.0 25.000000000000014 2.5000000000000013 NaN
7.0 0.0 30.000000000000007 3.0000000000000004 NaN
8.0 0.0 34.99999999999999 3.499999999999999 NaN
9.0 0.0 39.999999999999986 3.999999999999999 NaN
10.0 0.0 44.999999999999986 4.499999999999998 NaN
11.0 0.0 50.00000000000001 5.0 NaN
12.0 0.0 55.00000000000001 5.5 NaN
13.0 0.0 60.0 6.0 NaN
14.0 0.0 65.00000000000001 6.500000000000002 NaN
15.0 0.0 70.00000000000001 7.000000000000002 NaN
16.0 0.0 75.0 7.500000000000001 NaN
17.0 0.0 80.00000000000001 8.000000000000002 NaN
18.0 0.0 85.00000000000003 8.500000000000002 NaN
19.0 0.0 90.00000000000003 9.000000000000002 NaN
20.0 0.0 95.00000000000001 9.500000000000002 NaN
21.0 0.0 99.99999999999999 10.0 NaN
22.0 0.0 105.00000000000001 10.500000000000002 NaN
23.0 0.0 110.00000000000001 11.0 NaN
24.0 0.0 114.99999999999999 11.5 NaN
25.0 0.0 120.00000000000001 12.0 NaN
26.0 0.0 125.00000000000001 12.5 NaN
27.0 0.0 130.0 12.999999999999998 NaN
28.0 0.0 135.0 13.5 NaN
29.0 0.0 140.0 14.0 NaN
30.0 0.0 145.0 14.499999999999998 NaN
31.0 0.0 149.99999999999997 14.999999999999996 NaN
32.0 0.0 154.99999999999994 15.499999999999996 NaN
33.0 0.0 159.99999999999994 15.999999999999996 NaN
34.0 0.0 165.0 16.5 NaN
35.0 0.0 170.0 17.0 NaN
36.0 0.0 175.0 17.5 NaN
37.0 0.0 180.0 18.0 NaN
38.0 0.0 185.0 18.5 NaN
39.0 0.0 189.99999999999997 19.0 NaN
40.0 0.0 195.0 19.500000000000004 NaN
41.0 0.0 200.00000000000003 20.000000000000004 NaN
