#####################################################################
# Alchemist log file - simulation started at: 2025-04-16T09:24+0000 #
#####################################################################
#
# seed = 3.0, communication = 100, leaderBased = false, totalNodes = 5, totalTaskFactor = 4
#
# The columns have the following meaning: 
# time isDone[sum] replanning[sum] totalReplanning[sum] totalReplanning[mean] distance[sum] distance[mean] neighbors[mean] neighbors[mean] taskSize[sum] dones[sum] dones[mean] 
0.0 0.0 0.0 0.0 NaN 0.0 NaN NaN NaN 0.0 0.0 NaN
0.0016359619213666132 0.0 0.0 0.0 NaN 0.0 NaN NaN NaN 0.0 0.0 NaN
1.0016359619213666 0.0 2.0 2.0 1.0 0.0 0.0 0.5 0.5 0.0 0.0 NaN
2.001635961921367 0.0 5.0 5.0 1.0 0.0 0.0 2.0 2.0 0.0 0.0 NaN
3.001635961921367 0.0 5.0 7.0 1.4 0.0 0.0 3.4 3.4 0.0 0.0 NaN
4.001635961921367 0.0 5.0 10.0 2.0 0.0 0.0 4.0 4.0 0.0 0.0 NaN
5.001635961921367 0.0 5.0 12.0 2.4 0.0 0.0 4.0 4.0 0.0 0.0 NaN
6.001635961921367 0.0 5.0 15.0 3.0 0.0 0.0 4.0 4.0 0.0 0.0 NaN
7.001635961921367 0.0 5.0 17.0 3.4 0.0 0.0 4.0 4.0 0.0 0.0 NaN
8.001635961921366 0.0 4.0 19.0 3.8 0.0 0.0 4.0 4.0 0.0 0.0 NaN
9.001635961921366 0.0 4.0 21.0 4.2 0.0 0.0 4.0 4.0 0.0 0.0 NaN
10.001635961921366 0.0 4.0 23.0 4.6 1.0000000000000135 0.2000000000000027 4.0 4.0 0.0 0.0 NaN
11.001635961921366 0.0 4.0 25.0 5.0 1.0000000000000135 0.2000000000000027 4.0 4.0 0.0 0.0 NaN
12.001635961921366 0.0 4.0 27.0 5.4 2.0000000000000115 0.4000000000000023 4.0 4.0 0.0 0.0 NaN
13.001635961921366 0.0 4.0 29.0 5.8 2.0000000000000115 0.4000000000000023 4.0 4.0 0.0 0.0 NaN
14.001635961921366 0.0 5.0 32.0 6.4 3.0000000000000178 0.6000000000000035 4.0 4.0 0.0 0.0 NaN
15.001635961921366 0.0 5.0 34.0 6.8 3.0000000000000178 0.6000000000000035 4.0 4.0 0.0 0.0 NaN
16.001635961921366 0.0 5.0 37.0 7.4 3.0000000000000178 0.6000000000000035 4.0 4.0 0.0 0.0 NaN
17.001635961921366 0.0 5.0 39.0 7.8 3.0000000000000178 0.6000000000000035 4.0 4.0 0.0 0.0 NaN
18.001635961921366 0.0 5.0 42.0 8.4 3.0000000000000178 0.6000000000000035 4.0 4.0 0.0 0.0 NaN
19.001635961921366 0.0 5.0 44.0 8.8 3.0000000000000178 0.6000000000000035 4.0 4.0 0.0 0.0 NaN
20.001635961921366 0.0 4.0 46.0 9.2 3.0000000000000178 0.6000000000000035 4.0 4.0 0.0 0.0 NaN
21.001635961921366 0.0 4.0 48.0 9.6 3.0000000000000178 0.6000000000000035 4.0 4.0 0.0 0.0 NaN
22.001635961921366 0.0 4.0 50.0 10.0 4.000000000000027 0.8000000000000054 4.0 4.0 0.0 0.0 NaN
23.001635961921366 0.0 4.0 52.0 10.4 4.000000000000027 0.8000000000000054 4.0 4.0 0.0 0.0 NaN
24.001635961921366 0.0 4.0 54.0 10.8 5.000000000000035 1.0000000000000069 4.0 4.0 0.0 0.0 NaN
25.001635961921366 0.0 4.0 56.0 11.2 5.000000000000035 1.0000000000000069 4.0 4.0 0.0 0.0 NaN
26.001635961921366 0.0 5.0 59.0 11.8 6.0000000000000435 1.2000000000000086 4.0 4.0 0.0 0.0 NaN
27.001635961921366 0.0 5.0 61.0 12.2 6.0000000000000435 1.2000000000000086 4.0 4.0 0.0 0.0 NaN
28.001635961921366 0.0 5.0 64.0 12.8 6.0000000000000435 1.2000000000000086 4.0 4.0 0.0 0.0 NaN
29.001635961921366 0.0 5.0 66.0 13.2 6.0000000000000435 1.2000000000000086 4.0 4.0 0.0 0.0 NaN
30.001635961921366 0.0 5.0 69.0 13.8 6.0000000000000435 1.2000000000000086 4.0 4.0 0.0 0.0 NaN
31.001635961921366 0.0 5.0 71.0 14.2 6.0000000000000435 1.2000000000000086 4.0 4.0 0.0 0.0 NaN
32.001635961921366 0.0 4.0 73.0 14.6 6.0000000000000435 1.2000000000000086 4.0 4.0 0.0 0.0 NaN
33.001635961921366 0.0 4.0 75.0 15.0 6.0000000000000435 1.2000000000000086 4.0 4.0 0.0 0.0 NaN
34.001635961921366 0.0 4.0 77.0 15.4 7.000000000000041 1.4000000000000081 4.0 4.0 0.0 0.0 NaN
35.001635961921366 0.0 4.0 79.0 15.8 7.000000000000041 1.4000000000000081 4.0 4.0 0.0 0.0 NaN
36.001635961921366 0.0 4.0 81.0 16.2 8.000000000000037 1.6000000000000074 4.0 4.0 0.0 0.0 NaN
37.001635961921366 0.0 4.0 83.0 16.6 8.000000000000037 1.6000000000000074 4.0 4.0 0.0 0.0 NaN
38.001635961921366 0.0 4.0 85.0 17.0 9.000000000000048 1.8000000000000096 4.0 4.0 0.0 0.0 NaN
39.001635961921366 0.0 4.0 87.0 17.4 9.000000000000048 1.8000000000000096 4.0 4.0 0.0 0.0 NaN
40.001635961921366 0.0 5.0 90.0 18.0 10.00000000000004 2.000000000000008 4.0 4.0 0.0 0.0 NaN
41.001635961921366 0.0 5.0 92.0 18.4 10.00000000000004 2.000000000000008 4.0 4.0 0.0 0.0 NaN
42.001635961921366 0.0 5.0 95.0 19.0 10.00000000000004 2.000000000000008 4.0 4.0 0.0 0.0 NaN
43.001635961921366 0.0 5.0 97.0 19.4 10.00000000000004 2.000000000000008 4.0 4.0 0.0 0.0 NaN
44.001635961921366 0.0 5.0 100.0 20.0 10.00000000000004 2.000000000000008 4.0 4.0 0.0 0.0 NaN
45.001635961921366 0.0 5.0 102.0 20.4 10.00000000000004 2.000000000000008 4.0 4.0 0.0 0.0 NaN
46.001635961921366 0.0 4.0 104.0 20.8 10.00000000000004 2.000000000000008 4.0 4.0 0.0 0.0 NaN
47.001635961921366 0.0 4.0 106.0 21.2 10.00000000000004 2.000000000000008 4.0 4.0 0.0 0.0 NaN
48.001635961921366 0.0 4.0 108.0 21.6 11.000000000000037 2.2000000000000073 4.0 4.0 0.0 0.0 NaN
49.001635961921366 0.0 4.0 110.0 22.0 11.000000000000037 2.2000000000000073 4.0 4.0 0.0 0.0 NaN
50.001635961921366 0.0 4.0 112.0 22.4 12.00000000000004 2.4000000000000083 4.0 4.0 0.0 0.0 NaN
51.001635961921366 0.0 4.0 114.0 22.8 12.00000000000004 2.4000000000000083 4.0 4.0 0.0 0.0 NaN
52.001635961921366 0.0 4.0 116.0 23.2 13.000000000000039 2.6000000000000076 4.0 4.0 0.0 0.0 NaN
53.001635961921366 0.0 4.0 118.0 23.6 13.000000000000039 2.6000000000000076 4.0 4.0 0.0 0.0 NaN
54.001635961921366 0.0 4.0 120.0 24.0 14.000000000000036 2.800000000000007 4.0 4.0 0.0 0.0 NaN
55.001635961921366 0.0 4.0 122.0 24.4 14.000000000000036 2.800000000000007 4.0 4.0 0.0 0.0 NaN
56.001635961921366 0.0 5.0 125.0 25.0 15.000000000000028 3.0000000000000058 4.0 4.0 0.0 0.0 NaN
57.001635961921366 0.0 5.0 127.0 25.4 15.000000000000028 3.0000000000000058 4.0 4.0 0.0 0.0 NaN
58.001635961921366 0.0 5.0 130.0 26.0 15.000000000000028 3.0000000000000058 4.0 4.0 0.0 0.0 NaN
59.001635961921366 0.0 5.0 132.0 26.4 15.000000000000028 3.0000000000000058 4.0 4.0 0.0 0.0 NaN
60.001635961921366 0.0 5.0 135.0 27.0 15.000000000000028 3.0000000000000058 4.0 4.0 0.0 0.0 NaN
